[train: 41, 50 / 3125] FPS: 129.4 (313.9)  ,  Loss/total: 0.64133  ,  Loss/giou: 0.16210  ,  Loss/l1: 0.01281  ,  Loss/location: 0.25310  ,  Loss/task_class: 0.00000  ,  IoU: 0.84652  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 950 / 1875] FPS: 196.2 (326.0)  ,  Loss/total: 0.77435  ,  Loss/giou: 0.18868  ,  Loss/l1: 0.01596  ,  Loss/location: 0.31709  ,  Loss/task_class: 0.00007  ,  IoU: 0.82156  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1000 / 1875] FPS: 196.8 (303.4)  ,  Loss/total: 0.77358  ,  Loss/giou: 0.18860  ,  Loss/l1: 0.01594  ,  Loss/location: 0.31660  ,  Loss/task_class: 0.00007  ,  IoU: 0.82164  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1050 / 1875] FPS: 197.1 (306.6)  ,  Loss/total: 0.77341  ,  Loss/giou: 0.18842  ,  Loss/l1: 0.01597  ,  Loss/location: 0.31668  ,  Loss/task_class: 0.00006  ,  IoU: 0.82189  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1100 / 1875] FPS: 197.4 (315.3)  ,  Loss/total: 0.77379  ,  Loss/giou: 0.18856  ,  Loss/l1: 0.01601  ,  Loss/location: 0.31654  ,  Loss/task_class: 0.00006  ,  IoU: 0.82178  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1150 / 1875] FPS: 196.8 (317.0)  ,  Loss/total: 0.77346  ,  Loss/giou: 0.18845  ,  Loss/l1: 0.01601  ,  Loss/location: 0.31647  ,  Loss/task_class: 0.00006  ,  IoU: 0.82186  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1200 / 1875] FPS: 197.3 (324.4)  ,  Loss/total: 0.77442  ,  Loss/giou: 0.18862  ,  Loss/l1: 0.01605  ,  Loss/location: 0.31688  ,  Loss/task_class: 0.00006  ,  IoU: 0.82179  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1250 / 1875] FPS: 198.0 (319.9)  ,  Loss/total: 0.77500  ,  Loss/giou: 0.18869  ,  Loss/l1: 0.01607  ,  Loss/location: 0.31723  ,  Loss/task_class: 0.00005  ,  IoU: 0.82176  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1300 / 1875] FPS: 197.8 (325.3)  ,  Loss/total: 0.77580  ,  Loss/giou: 0.18872  ,  Loss/l1: 0.01609  ,  Loss/location: 0.31788  ,  Loss/task_class: 0.00005  ,  IoU: 0.82171  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1350 / 1875] FPS: 197.8 (315.6)  ,  Loss/total: 0.77647  ,  Loss/giou: 0.18896  ,  Loss/l1: 0.01612  ,  Loss/location: 0.31792  ,  Loss/task_class: 0.00005  ,  IoU: 0.82154  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1400 / 1875] FPS: 198.1 (322.7)  ,  Loss/total: 0.77650  ,  Loss/giou: 0.18891  ,  Loss/l1: 0.01611  ,  Loss/location: 0.31805  ,  Loss/task_class: 0.00005  ,  IoU: 0.82158  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1450 / 1875] FPS: 198.3 (317.0)  ,  Loss/total: 0.77527  ,  Loss/giou: 0.18838  ,  Loss/l1: 0.01606  ,  Loss/location: 0.31813  ,  Loss/task_class: 0.00005  ,  IoU: 0.82206  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1500 / 1875] FPS: 198.1 (39.3)  ,  Loss/total: 0.77653  ,  Loss/giou: 0.18868  ,  Loss/l1: 0.01613  ,  Loss/location: 0.31848  ,  Loss/task_class: 0.00004  ,  IoU: 0.82186  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1550 / 1875] FPS: 198.5 (93.6)  ,  Loss/total: 0.77539  ,  Loss/giou: 0.18833  ,  Loss/l1: 0.01609  ,  Loss/location: 0.31825  ,  Loss/task_class: 0.00004  ,  IoU: 0.82215  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1600 / 1875] FPS: 198.7 (297.8)  ,  Loss/total: 0.77592  ,  Loss/giou: 0.18838  ,  Loss/l1: 0.01609  ,  Loss/location: 0.31866  ,  Loss/task_class: 0.00004  ,  IoU: 0.82213  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1650 / 1875] FPS: 198.7 (304.3)  ,  Loss/total: 0.77457  ,  Loss/giou: 0.18810  ,  Loss/l1: 0.01605  ,  Loss/location: 0.31808  ,  Loss/task_class: 0.00004  ,  IoU: 0.82234  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1700 / 1875] FPS: 198.3 (321.1)  ,  Loss/total: 0.77447  ,  Loss/giou: 0.18813  ,  Loss/l1: 0.01606  ,  Loss/location: 0.31787  ,  Loss/task_class: 0.00004  ,  IoU: 0.82232  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1750 / 1875] FPS: 198.5 (319.4)  ,  Loss/total: 0.77450  ,  Loss/giou: 0.18809  ,  Loss/l1: 0.01606  ,  Loss/location: 0.31799  ,  Loss/task_class: 0.00004  ,  IoU: 0.82238  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1800 / 1875] FPS: 198.3 (322.6)  ,  Loss/total: 0.77439  ,  Loss/giou: 0.18807  ,  Loss/l1: 0.01605  ,  Loss/location: 0.31782  ,  Loss/task_class: 0.00018  ,  IoU: 0.82239  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1850 / 1875] FPS: 198.5 (325.4)  ,  Loss/total: 0.77430  ,  Loss/giou: 0.18809  ,  Loss/l1: 0.01605  ,  Loss/location: 0.31768  ,  Loss/task_class: 0.00017  ,  IoU: 0.82240  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 79, 1875 / 1875] FPS: 199.0 (328.2)  ,  Loss/total: 0.77440  ,  Loss/giou: 0.18805  ,  Loss/l1: 0.01605  ,  Loss/location: 0.31788  ,  Loss/task_class: 0.00017  ,  IoU: 0.82243  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 50 / 1875] FPS: 159.9 (324.9)  ,  Loss/total: 0.75159  ,  Loss/giou: 0.18140  ,  Loss/l1: 0.01514  ,  Loss/location: 0.31310  ,  Loss/task_class: 0.00000  ,  IoU: 0.82807  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 100 / 1875] FPS: 177.8 (317.7)  ,  Loss/total: 0.76720  ,  Loss/giou: 0.18530  ,  Loss/l1: 0.01560  ,  Loss/location: 0.31859  ,  Loss/task_class: 0.00000  ,  IoU: 0.82467  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 150 / 1875] FPS: 187.4 (316.4)  ,  Loss/total: 0.77187  ,  Loss/giou: 0.18697  ,  Loss/l1: 0.01610  ,  Loss/location: 0.31744  ,  Loss/task_class: 0.00000  ,  IoU: 0.82365  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 200 / 1875] FPS: 193.3 (321.7)  ,  Loss/total: 0.77627  ,  Loss/giou: 0.18784  ,  Loss/l1: 0.01624  ,  Loss/location: 0.31939  ,  Loss/task_class: 0.00000  ,  IoU: 0.82255  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 250 / 1875] FPS: 195.2 (326.0)  ,  Loss/total: 0.77745  ,  Loss/giou: 0.18750  ,  Loss/l1: 0.01616  ,  Loss/location: 0.32164  ,  Loss/task_class: 0.00000  ,  IoU: 0.82304  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 300 / 1875] FPS: 192.4 (325.4)  ,  Loss/total: 0.77353  ,  Loss/giou: 0.18668  ,  Loss/l1: 0.01599  ,  Loss/location: 0.32022  ,  Loss/task_class: 0.00000  ,  IoU: 0.82372  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 350 / 1875] FPS: 194.4 (322.6)  ,  Loss/total: 0.77046  ,  Loss/giou: 0.18620  ,  Loss/l1: 0.01597  ,  Loss/location: 0.31821  ,  Loss/task_class: 0.00000  ,  IoU: 0.82424  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 400 / 1875] FPS: 195.2 (317.0)  ,  Loss/total: 0.77249  ,  Loss/giou: 0.18687  ,  Loss/l1: 0.01600  ,  Loss/location: 0.31872  ,  Loss/task_class: 0.00000  ,  IoU: 0.82362  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 450 / 1875] FPS: 194.9 (311.3)  ,  Loss/total: 0.77152  ,  Loss/giou: 0.18711  ,  Loss/l1: 0.01602  ,  Loss/location: 0.31717  ,  Loss/task_class: 0.00000  ,  IoU: 0.82335  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 500 / 1875] FPS: 195.7 (322.2)  ,  Loss/total: 0.77312  ,  Loss/giou: 0.18766  ,  Loss/l1: 0.01610  ,  Loss/location: 0.31724  ,  Loss/task_class: 0.00003  ,  IoU: 0.82289  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 550 / 1875] FPS: 196.3 (319.8)  ,  Loss/total: 0.77244  ,  Loss/giou: 0.18747  ,  Loss/l1: 0.01603  ,  Loss/location: 0.31735  ,  Loss/task_class: 0.00003  ,  IoU: 0.82299  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 600 / 1875] FPS: 197.4 (309.9)  ,  Loss/total: 0.77360  ,  Loss/giou: 0.18775  ,  Loss/l1: 0.01608  ,  Loss/location: 0.31768  ,  Loss/task_class: 0.00003  ,  IoU: 0.82282  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 650 / 1875] FPS: 196.8 (326.4)  ,  Loss/total: 0.77559  ,  Loss/giou: 0.18830  ,  Loss/l1: 0.01614  ,  Loss/location: 0.31816  ,  Loss/task_class: 0.00011  ,  IoU: 0.82234  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 700 / 1875] FPS: 197.3 (119.8)  ,  Loss/total: 0.77194  ,  Loss/giou: 0.18766  ,  Loss/l1: 0.01610  ,  Loss/location: 0.31605  ,  Loss/task_class: 0.00010  ,  IoU: 0.82298  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 750 / 1875] FPS: 197.7 (321.9)  ,  Loss/total: 0.77052  ,  Loss/giou: 0.18741  ,  Loss/l1: 0.01607  ,  Loss/location: 0.31523  ,  Loss/task_class: 0.00009  ,  IoU: 0.82315  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 800 / 1875] FPS: 197.5 (328.0)  ,  Loss/total: 0.77338  ,  Loss/giou: 0.18796  ,  Loss/l1: 0.01616  ,  Loss/location: 0.31660  ,  Loss/task_class: 0.00009  ,  IoU: 0.82277  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 850 / 1875] FPS: 198.3 (305.7)  ,  Loss/total: 0.77391  ,  Loss/giou: 0.18802  ,  Loss/l1: 0.01615  ,  Loss/location: 0.31703  ,  Loss/task_class: 0.00008  ,  IoU: 0.82270  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 900 / 1875] FPS: 196.7 (31.0)  ,  Loss/total: 0.77447  ,  Loss/giou: 0.18817  ,  Loss/l1: 0.01613  ,  Loss/location: 0.31740  ,  Loss/task_class: 0.00008  ,  IoU: 0.82248  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 950 / 1875] FPS: 197.7 (117.0)  ,  Loss/total: 0.77423  ,  Loss/giou: 0.18797  ,  Loss/l1: 0.01612  ,  Loss/location: 0.31762  ,  Loss/task_class: 0.00007  ,  IoU: 0.82264  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1000 / 1875] FPS: 197.8 (42.7)  ,  Loss/total: 0.77397  ,  Loss/giou: 0.18786  ,  Loss/l1: 0.01613  ,  Loss/location: 0.31756  ,  Loss/task_class: 0.00007  ,  IoU: 0.82275  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1050 / 1875] FPS: 197.0 (37.5)  ,  Loss/total: 0.77611  ,  Loss/giou: 0.18829  ,  Loss/l1: 0.01622  ,  Loss/location: 0.31838  ,  Loss/task_class: 0.00007  ,  IoU: 0.82242  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1100 / 1875] FPS: 197.0 (39.9)  ,  Loss/total: 0.77606  ,  Loss/giou: 0.18818  ,  Loss/l1: 0.01622  ,  Loss/location: 0.31856  ,  Loss/task_class: 0.00006  ,  IoU: 0.82252  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1150 / 1875] FPS: 197.3 (49.0)  ,  Loss/total: 0.77503  ,  Loss/giou: 0.18819  ,  Loss/l1: 0.01618  ,  Loss/location: 0.31768  ,  Loss/task_class: 0.00006  ,  IoU: 0.82250  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1200 / 1875] FPS: 197.6 (48.0)  ,  Loss/total: 0.77457  ,  Loss/giou: 0.18813  ,  Loss/l1: 0.01616  ,  Loss/location: 0.31746  ,  Loss/task_class: 0.00006  ,  IoU: 0.82247  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1250 / 1875] FPS: 197.4 (59.1)  ,  Loss/total: 0.77413  ,  Loss/giou: 0.18797  ,  Loss/l1: 0.01611  ,  Loss/location: 0.31757  ,  Loss/task_class: 0.00006  ,  IoU: 0.82259  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1300 / 1875] FPS: 197.3 (43.4)  ,  Loss/total: 0.77367  ,  Loss/giou: 0.18787  ,  Loss/l1: 0.01610  ,  Loss/location: 0.31738  ,  Loss/task_class: 0.00005  ,  IoU: 0.82267  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1350 / 1875] FPS: 197.4 (54.4)  ,  Loss/total: 0.77294  ,  Loss/giou: 0.18776  ,  Loss/l1: 0.01606  ,  Loss/location: 0.31707  ,  Loss/task_class: 0.00005  ,  IoU: 0.82272  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1400 / 1875] FPS: 197.7 (60.1)  ,  Loss/total: 0.77441  ,  Loss/giou: 0.18800  ,  Loss/l1: 0.01610  ,  Loss/location: 0.31785  ,  Loss/task_class: 0.00005  ,  IoU: 0.82256  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1450 / 1875] FPS: 197.7 (40.5)  ,  Loss/total: 0.77312  ,  Loss/giou: 0.18773  ,  Loss/l1: 0.01607  ,  Loss/location: 0.31730  ,  Loss/task_class: 0.00005  ,  IoU: 0.82277  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1500 / 1875] FPS: 197.7 (38.4)  ,  Loss/total: 0.77321  ,  Loss/giou: 0.18767  ,  Loss/l1: 0.01606  ,  Loss/location: 0.31754  ,  Loss/task_class: 0.00005  ,  IoU: 0.82282  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1550 / 1875] FPS: 196.1 (315.1)  ,  Loss/total: 0.77444  ,  Loss/giou: 0.18789  ,  Loss/l1: 0.01611  ,  Loss/location: 0.31807  ,  Loss/task_class: 0.00004  ,  IoU: 0.82266  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1600 / 1875] FPS: 196.1 (327.0)  ,  Loss/total: 0.77446  ,  Loss/giou: 0.18791  ,  Loss/l1: 0.01611  ,  Loss/location: 0.31806  ,  Loss/task_class: 0.00004  ,  IoU: 0.82264  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1650 / 1875] FPS: 196.2 (312.5)  ,  Loss/total: 0.77370  ,  Loss/giou: 0.18775  ,  Loss/l1: 0.01611  ,  Loss/location: 0.31762  ,  Loss/task_class: 0.00004  ,  IoU: 0.82286  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1700 / 1875] FPS: 196.3 (319.4)  ,  Loss/total: 0.77413  ,  Loss/giou: 0.18784  ,  Loss/l1: 0.01614  ,  Loss/location: 0.31769  ,  Loss/task_class: 0.00008  ,  IoU: 0.82280  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1750 / 1875] FPS: 196.4 (316.3)  ,  Loss/total: 0.77407  ,  Loss/giou: 0.18789  ,  Loss/l1: 0.01615  ,  Loss/location: 0.31744  ,  Loss/task_class: 0.00008  ,  IoU: 0.82280  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1800 / 1875] FPS: 196.6 (319.7)  ,  Loss/total: 0.77403  ,  Loss/giou: 0.18783  ,  Loss/l1: 0.01615  ,  Loss/location: 0.31754  ,  Loss/task_class: 0.00008  ,  IoU: 0.82283  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1850 / 1875] FPS: 197.0 (325.0)  ,  Loss/total: 0.77399  ,  Loss/giou: 0.18782  ,  Loss/l1: 0.01614  ,  Loss/location: 0.31756  ,  Loss/task_class: 0.00008  ,  IoU: 0.82288  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 80, 1875 / 1875] FPS: 197.1 (335.6)  ,  Loss/total: 0.77356  ,  Loss/giou: 0.18770  ,  Loss/l1: 0.01612  ,  Loss/location: 0.31749  ,  Loss/task_class: 0.00008  ,  IoU: 0.82297  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 50 / 1875] FPS: 148.0 (324.2)  ,  Loss/total: 0.79442  ,  Loss/giou: 0.18895  ,  Loss/l1: 0.01681  ,  Loss/location: 0.33081  ,  Loss/task_class: 0.00165  ,  IoU: 0.82251  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 100 / 1875] FPS: 174.1 (326.1)  ,  Loss/total: 0.78435  ,  Loss/giou: 0.18838  ,  Loss/l1: 0.01641  ,  Loss/location: 0.32311  ,  Loss/task_class: 0.00241  ,  IoU: 0.82281  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 150 / 1875] FPS: 183.0 (316.1)  ,  Loss/total: 0.77972  ,  Loss/giou: 0.18910  ,  Loss/l1: 0.01660  ,  Loss/location: 0.31691  ,  Loss/task_class: 0.00161  ,  IoU: 0.82233  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 200 / 1875] FPS: 188.3 (323.5)  ,  Loss/total: 0.77212  ,  Loss/giou: 0.18678  ,  Loss/l1: 0.01632  ,  Loss/location: 0.31573  ,  Loss/task_class: 0.00121  ,  IoU: 0.82423  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 250 / 1875] FPS: 191.1 (318.4)  ,  Loss/total: 0.76915  ,  Loss/giou: 0.18669  ,  Loss/l1: 0.01630  ,  Loss/location: 0.31330  ,  Loss/task_class: 0.00097  ,  IoU: 0.82434  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 300 / 1875] FPS: 193.0 (322.5)  ,  Loss/total: 0.77167  ,  Loss/giou: 0.18736  ,  Loss/l1: 0.01637  ,  Loss/location: 0.31431  ,  Loss/task_class: 0.00080  ,  IoU: 0.82385  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 350 / 1875] FPS: 192.9 (328.0)  ,  Loss/total: 0.77275  ,  Loss/giou: 0.18763  ,  Loss/l1: 0.01640  ,  Loss/location: 0.31482  ,  Loss/task_class: 0.00069  ,  IoU: 0.82350  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 400 / 1875] FPS: 194.9 (320.7)  ,  Loss/total: 0.77016  ,  Loss/giou: 0.18697  ,  Loss/l1: 0.01627  ,  Loss/location: 0.31426  ,  Loss/task_class: 0.00060  ,  IoU: 0.82379  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 450 / 1875] FPS: 195.8 (326.1)  ,  Loss/total: 0.76881  ,  Loss/giou: 0.18672  ,  Loss/l1: 0.01619  ,  Loss/location: 0.31389  ,  Loss/task_class: 0.00054  ,  IoU: 0.82399  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 500 / 1875] FPS: 196.8 (316.8)  ,  Loss/total: 0.76582  ,  Loss/giou: 0.18580  ,  Loss/l1: 0.01613  ,  Loss/location: 0.31310  ,  Loss/task_class: 0.00048  ,  IoU: 0.82486  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 550 / 1875] FPS: 197.8 (327.2)  ,  Loss/total: 0.76466  ,  Loss/giou: 0.18573  ,  Loss/l1: 0.01611  ,  Loss/location: 0.31222  ,  Loss/task_class: 0.00044  ,  IoU: 0.82493  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 600 / 1875] FPS: 198.3 (286.4)  ,  Loss/total: 0.76362  ,  Loss/giou: 0.18541  ,  Loss/l1: 0.01608  ,  Loss/location: 0.31198  ,  Loss/task_class: 0.00040  ,  IoU: 0.82521  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 650 / 1875] FPS: 198.6 (320.1)  ,  Loss/total: 0.76526  ,  Loss/giou: 0.18576  ,  Loss/l1: 0.01609  ,  Loss/location: 0.31292  ,  Loss/task_class: 0.00037  ,  IoU: 0.82493  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 700 / 1875] FPS: 198.9 (304.5)  ,  Loss/total: 0.76433  ,  Loss/giou: 0.18562  ,  Loss/l1: 0.01601  ,  Loss/location: 0.31270  ,  Loss/task_class: 0.00035  ,  IoU: 0.82499  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 750 / 1875] FPS: 199.5 (326.7)  ,  Loss/total: 0.76567  ,  Loss/giou: 0.18594  ,  Loss/l1: 0.01602  ,  Loss/location: 0.31340  ,  Loss/task_class: 0.00032  ,  IoU: 0.82466  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 800 / 1875] FPS: 199.5 (330.7)  ,  Loss/total: 0.76630  ,  Loss/giou: 0.18603  ,  Loss/l1: 0.01600  ,  Loss/location: 0.31392  ,  Loss/task_class: 0.00030  ,  IoU: 0.82455  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 850 / 1875] FPS: 199.3 (326.6)  ,  Loss/total: 0.76498  ,  Loss/giou: 0.18597  ,  Loss/l1: 0.01597  ,  Loss/location: 0.31292  ,  Loss/task_class: 0.00028  ,  IoU: 0.82455  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 900 / 1875] FPS: 199.1 (322.3)  ,  Loss/total: 0.76565  ,  Loss/giou: 0.18608  ,  Loss/l1: 0.01598  ,  Loss/location: 0.31330  ,  Loss/task_class: 0.00027  ,  IoU: 0.82449  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 950 / 1875] FPS: 199.3 (304.6)  ,  Loss/total: 0.76490  ,  Loss/giou: 0.18598  ,  Loss/l1: 0.01596  ,  Loss/location: 0.31287  ,  Loss/task_class: 0.00025  ,  IoU: 0.82456  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1000 / 1875] FPS: 199.5 (288.6)  ,  Loss/total: 0.76708  ,  Loss/giou: 0.18649  ,  Loss/l1: 0.01604  ,  Loss/location: 0.31366  ,  Loss/task_class: 0.00024  ,  IoU: 0.82414  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1050 / 1875] FPS: 199.8 (263.0)  ,  Loss/total: 0.76810  ,  Loss/giou: 0.18667  ,  Loss/l1: 0.01608  ,  Loss/location: 0.31414  ,  Loss/task_class: 0.00023  ,  IoU: 0.82401  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1100 / 1875] FPS: 199.0 (306.2)  ,  Loss/total: 0.76843  ,  Loss/giou: 0.18669  ,  Loss/l1: 0.01612  ,  Loss/location: 0.31424  ,  Loss/task_class: 0.00022  ,  IoU: 0.82403  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1150 / 1875] FPS: 199.4 (323.0)  ,  Loss/total: 0.76836  ,  Loss/giou: 0.18662  ,  Loss/l1: 0.01610  ,  Loss/location: 0.31442  ,  Loss/task_class: 0.00021  ,  IoU: 0.82404  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1200 / 1875] FPS: 199.7 (320.0)  ,  Loss/total: 0.76766  ,  Loss/giou: 0.18646  ,  Loss/l1: 0.01606  ,  Loss/location: 0.31420  ,  Loss/task_class: 0.00020  ,  IoU: 0.82419  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1250 / 1875] FPS: 200.1 (317.6)  ,  Loss/total: 0.76875  ,  Loss/giou: 0.18657  ,  Loss/l1: 0.01607  ,  Loss/location: 0.31503  ,  Loss/task_class: 0.00020  ,  IoU: 0.82414  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1300 / 1875] FPS: 200.5 (328.7)  ,  Loss/total: 0.76820  ,  Loss/giou: 0.18640  ,  Loss/l1: 0.01606  ,  Loss/location: 0.31490  ,  Loss/task_class: 0.00019  ,  IoU: 0.82424  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1350 / 1875] FPS: 199.2 (318.3)  ,  Loss/total: 0.76902  ,  Loss/giou: 0.18665  ,  Loss/l1: 0.01609  ,  Loss/location: 0.31508  ,  Loss/task_class: 0.00018  ,  IoU: 0.82407  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1400 / 1875] FPS: 199.6 (324.2)  ,  Loss/total: 0.76969  ,  Loss/giou: 0.18681  ,  Loss/l1: 0.01610  ,  Loss/location: 0.31540  ,  Loss/task_class: 0.00018  ,  IoU: 0.82391  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1450 / 1875] FPS: 199.6 (318.8)  ,  Loss/total: 0.77081  ,  Loss/giou: 0.18716  ,  Loss/l1: 0.01615  ,  Loss/location: 0.31557  ,  Loss/task_class: 0.00017  ,  IoU: 0.82361  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1500 / 1875] FPS: 199.7 (315.2)  ,  Loss/total: 0.77105  ,  Loss/giou: 0.18735  ,  Loss/l1: 0.01616  ,  Loss/location: 0.31538  ,  Loss/task_class: 0.00016  ,  IoU: 0.82344  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1550 / 1875] FPS: 199.4 (311.9)  ,  Loss/total: 0.77174  ,  Loss/giou: 0.18744  ,  Loss/l1: 0.01618  ,  Loss/location: 0.31580  ,  Loss/task_class: 0.00016  ,  IoU: 0.82336  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 81, 1600 / 1875] FPS: 199.3 (316.5)  ,  Loss/total: 0.77086  ,  Loss/giou: 0.18736  ,  Loss/l1: 0.01614  ,  Loss/location: 0.31526  ,  Loss/task_class: 0.00015  ,  IoU: 0.82340  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
