[train: 1, 50 / 3125] FPS: 131.3 (161.9)  ,  Loss/total: 77.58088  ,  Loss/giou: 1.08564  ,  Loss/l1: 0.29580  ,  Loss/location: 72.89939  ,  Loss/task_class: 1.03122  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.08875
[train: 2, 1400 / 3125] FPS: 163.4 (55.6)  ,  Loss/total: 1.41748  ,  Loss/giou: 0.34261  ,  Loss/l1: 0.03589  ,  Loss/location: 0.55149  ,  Loss/task_class: 0.00135  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69112
[train: 2, 1450 / 3125] FPS: 153.5 (191.6)  ,  Loss/total: 1.41550  ,  Loss/giou: 0.34217  ,  Loss/l1: 0.03583  ,  Loss/location: 0.55072  ,  Loss/task_class: 0.00132  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69150
[train: 2, 1500 / 3125] FPS: 137.6 (20.7)  ,  Loss/total: 1.41251  ,  Loss/giou: 0.34137  ,  Loss/l1: 0.03575  ,  Loss/location: 0.54970  ,  Loss/task_class: 0.00131  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69221
[train: 2, 1550 / 3125] FPS: 132.4 (189.9)  ,  Loss/total: 1.40878  ,  Loss/giou: 0.34060  ,  Loss/l1: 0.03561  ,  Loss/location: 0.54827  ,  Loss/task_class: 0.00127  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69286
[train: 2, 1600 / 3125] FPS: 131.7 (187.6)  ,  Loss/total: 1.40596  ,  Loss/giou: 0.33999  ,  Loss/l1: 0.03555  ,  Loss/location: 0.54698  ,  Loss/task_class: 0.00124  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69345
[train: 2, 1650 / 3125] FPS: 130.7 (174.8)  ,  Loss/total: 1.40299  ,  Loss/giou: 0.33929  ,  Loss/l1: 0.03545  ,  Loss/location: 0.54595  ,  Loss/task_class: 0.00120  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69400
[train: 2, 1700 / 3125] FPS: 131.7 (182.6)  ,  Loss/total: 1.40214  ,  Loss/giou: 0.33895  ,  Loss/l1: 0.03540  ,  Loss/location: 0.54609  ,  Loss/task_class: 0.00118  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69427
[train: 2, 1750 / 3125] FPS: 132.7 (154.9)  ,  Loss/total: 1.39948  ,  Loss/giou: 0.33831  ,  Loss/l1: 0.03529  ,  Loss/location: 0.54495  ,  Loss/task_class: 0.00147  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69478
[train: 2, 1800 / 3125] FPS: 133.6 (182.2)  ,  Loss/total: 1.39816  ,  Loss/giou: 0.33795  ,  Loss/l1: 0.03526  ,  Loss/location: 0.54454  ,  Loss/task_class: 0.00144  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69514
[train: 2, 1850 / 3125] FPS: 134.5 (185.3)  ,  Loss/total: 1.39590  ,  Loss/giou: 0.33745  ,  Loss/l1: 0.03521  ,  Loss/location: 0.54352  ,  Loss/task_class: 0.00140  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69556
[train: 2, 1900 / 3125] FPS: 135.4 (183.3)  ,  Loss/total: 1.39292  ,  Loss/giou: 0.33683  ,  Loss/l1: 0.03511  ,  Loss/location: 0.54233  ,  Loss/task_class: 0.00137  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69603
[train: 2, 1950 / 3125] FPS: 136.3 (180.1)  ,  Loss/total: 1.39107  ,  Loss/giou: 0.33656  ,  Loss/l1: 0.03508  ,  Loss/location: 0.54120  ,  Loss/task_class: 0.00134  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69631
[train: 2, 2000 / 3125] FPS: 137.1 (186.0)  ,  Loss/total: 1.38829  ,  Loss/giou: 0.33592  ,  Loss/l1: 0.03500  ,  Loss/location: 0.54016  ,  Loss/task_class: 0.00131  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69691
[train: 2, 2050 / 3125] FPS: 137.9 (184.4)  ,  Loss/total: 1.38348  ,  Loss/giou: 0.33482  ,  Loss/l1: 0.03482  ,  Loss/location: 0.53847  ,  Loss/task_class: 0.00128  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69777
[train: 2, 2100 / 3125] FPS: 138.7 (186.7)  ,  Loss/total: 1.38152  ,  Loss/giou: 0.33439  ,  Loss/l1: 0.03479  ,  Loss/location: 0.53756  ,  Loss/task_class: 0.00125  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69818
[train: 2, 2150 / 3125] FPS: 139.4 (189.1)  ,  Loss/total: 1.37970  ,  Loss/giou: 0.33392  ,  Loss/l1: 0.03474  ,  Loss/location: 0.53684  ,  Loss/task_class: 0.00131  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69862
[train: 2, 2200 / 3125] FPS: 140.2 (162.8)  ,  Loss/total: 1.37662  ,  Loss/giou: 0.33327  ,  Loss/l1: 0.03466  ,  Loss/location: 0.53548  ,  Loss/task_class: 0.00130  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69915
[train: 2, 2250 / 3125] FPS: 140.8 (183.9)  ,  Loss/total: 1.37455  ,  Loss/giou: 0.33287  ,  Loss/l1: 0.03458  ,  Loss/location: 0.53461  ,  Loss/task_class: 0.00128  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69943
[train: 2, 2300 / 3125] FPS: 141.5 (182.4)  ,  Loss/total: 1.37303  ,  Loss/giou: 0.33251  ,  Loss/l1: 0.03454  ,  Loss/location: 0.53406  ,  Loss/task_class: 0.00126  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69975
[train: 2, 2350 / 3125] FPS: 142.1 (181.6)  ,  Loss/total: 1.36991  ,  Loss/giou: 0.33189  ,  Loss/l1: 0.03444  ,  Loss/location: 0.53264  ,  Loss/task_class: 0.00131  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70030
[train: 2, 2400 / 3125] FPS: 142.7 (186.4)  ,  Loss/total: 1.36734  ,  Loss/giou: 0.33135  ,  Loss/l1: 0.03438  ,  Loss/location: 0.53145  ,  Loss/task_class: 0.00129  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70079
[train: 2, 2450 / 3125] FPS: 143.2 (170.5)  ,  Loss/total: 1.36519  ,  Loss/giou: 0.33088  ,  Loss/l1: 0.03435  ,  Loss/location: 0.53043  ,  Loss/task_class: 0.00126  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70123
[train: 2, 2500 / 3125] FPS: 143.8 (187.3)  ,  Loss/total: 1.36292  ,  Loss/giou: 0.33036  ,  Loss/l1: 0.03428  ,  Loss/location: 0.52955  ,  Loss/task_class: 0.00124  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70170
[train: 2, 2550 / 3125] FPS: 144.4 (187.7)  ,  Loss/total: 1.36155  ,  Loss/giou: 0.33007  ,  Loss/l1: 0.03426  ,  Loss/location: 0.52884  ,  Loss/task_class: 0.00129  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70196
[train: 2, 2600 / 3125] FPS: 144.9 (186.7)  ,  Loss/total: 1.35978  ,  Loss/giou: 0.32966  ,  Loss/l1: 0.03419  ,  Loss/location: 0.52804  ,  Loss/task_class: 0.00146  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70232
[train: 2, 2650 / 3125] FPS: 145.3 (164.9)  ,  Loss/total: 1.35806  ,  Loss/giou: 0.32926  ,  Loss/l1: 0.03413  ,  Loss/location: 0.52744  ,  Loss/task_class: 0.00147  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70263
[train: 2, 2700 / 3125] FPS: 145.5 (183.6)  ,  Loss/total: 1.35635  ,  Loss/giou: 0.32888  ,  Loss/l1: 0.03407  ,  Loss/location: 0.52679  ,  Loss/task_class: 0.00144  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70297
[train: 2, 2750 / 3125] FPS: 146.0 (187.2)  ,  Loss/total: 1.35387  ,  Loss/giou: 0.32833  ,  Loss/l1: 0.03401  ,  Loss/location: 0.52573  ,  Loss/task_class: 0.00142  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70344
[train: 2, 2800 / 3125] FPS: 146.4 (176.7)  ,  Loss/total: 1.35235  ,  Loss/giou: 0.32797  ,  Loss/l1: 0.03397  ,  Loss/location: 0.52518  ,  Loss/task_class: 0.00140  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70379
[train: 2, 2850 / 3125] FPS: 146.8 (186.4)  ,  Loss/total: 1.35066  ,  Loss/giou: 0.32763  ,  Loss/l1: 0.03391  ,  Loss/location: 0.52444  ,  Loss/task_class: 0.00139  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70409
[train: 2, 2900 / 3125] FPS: 147.3 (182.4)  ,  Loss/total: 1.34916  ,  Loss/giou: 0.32727  ,  Loss/l1: 0.03388  ,  Loss/location: 0.52381  ,  Loss/task_class: 0.00142  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70442
[train: 2, 2950 / 3125] FPS: 147.7 (182.9)  ,  Loss/total: 1.34680  ,  Loss/giou: 0.32674  ,  Loss/l1: 0.03381  ,  Loss/location: 0.52287  ,  Loss/task_class: 0.00140  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70485
[train: 2, 3000 / 3125] FPS: 148.1 (186.0)  ,  Loss/total: 1.34488  ,  Loss/giou: 0.32632  ,  Loss/l1: 0.03376  ,  Loss/location: 0.52205  ,  Loss/task_class: 0.00138  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70521
[train: 2, 3050 / 3125] FPS: 148.5 (173.9)  ,  Loss/total: 1.34328  ,  Loss/giou: 0.32598  ,  Loss/l1: 0.03371  ,  Loss/location: 0.52139  ,  Loss/task_class: 0.00141  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70549
[train: 2, 3100 / 3125] FPS: 149.0 (184.9)  ,  Loss/total: 1.34187  ,  Loss/giou: 0.32563  ,  Loss/l1: 0.03366  ,  Loss/location: 0.52091  ,  Loss/task_class: 0.00139  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70579
[train: 2, 3125 / 3125] FPS: 149.2 (193.2)  ,  Loss/total: 1.34032  ,  Loss/giou: 0.32525  ,  Loss/l1: 0.03361  ,  Loss/location: 0.52041  ,  Loss/task_class: 0.00138  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.70610
[train: 3, 50 / 3125] FPS: 142.3 (189.0)  ,  Loss/total: 1.14641  ,  Loss/giou: 0.28574  ,  Loss/l1: 0.02754  ,  Loss/location: 0.43665  ,  Loss/task_class: 0.00059  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73952
[train: 3, 100 / 3125] FPS: 159.5 (186.1)  ,  Loss/total: 1.18381  ,  Loss/giou: 0.29277  ,  Loss/l1: 0.02922  ,  Loss/location: 0.44796  ,  Loss/task_class: 0.00421  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73441
[train: 3, 150 / 3125] FPS: 166.5 (183.9)  ,  Loss/total: 1.19945  ,  Loss/giou: 0.29484  ,  Loss/l1: 0.02963  ,  Loss/location: 0.45778  ,  Loss/task_class: 0.00382  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73252
[train: 3, 200 / 3125] FPS: 170.4 (173.2)  ,  Loss/total: 1.20750  ,  Loss/giou: 0.29610  ,  Loss/l1: 0.02976  ,  Loss/location: 0.46361  ,  Loss/task_class: 0.00287  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73192
[train: 3, 250 / 3125] FPS: 170.4 (159.7)  ,  Loss/total: 1.20070  ,  Loss/giou: 0.29409  ,  Loss/l1: 0.02941  ,  Loss/location: 0.46317  ,  Loss/task_class: 0.00231  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73297
[train: 3, 300 / 3125] FPS: 171.3 (183.6)  ,  Loss/total: 1.19793  ,  Loss/giou: 0.29359  ,  Loss/l1: 0.02943  ,  Loss/location: 0.46031  ,  Loss/task_class: 0.00327  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73361
[train: 3, 350 / 3125] FPS: 172.3 (168.3)  ,  Loss/total: 1.20284  ,  Loss/giou: 0.29390  ,  Loss/l1: 0.02950  ,  Loss/location: 0.46473  ,  Loss/task_class: 0.00281  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73328
[train: 3, 400 / 3125] FPS: 173.2 (186.1)  ,  Loss/total: 1.20466  ,  Loss/giou: 0.29463  ,  Loss/l1: 0.02962  ,  Loss/location: 0.46486  ,  Loss/task_class: 0.00246  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73274
[train: 3, 450 / 3125] FPS: 173.2 (153.7)  ,  Loss/total: 1.20261  ,  Loss/giou: 0.29409  ,  Loss/l1: 0.02956  ,  Loss/location: 0.46442  ,  Loss/task_class: 0.00221  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73296
[train: 3, 500 / 3125] FPS: 173.2 (158.0)  ,  Loss/total: 1.20053  ,  Loss/giou: 0.29331  ,  Loss/l1: 0.02953  ,  Loss/location: 0.46406  ,  Loss/task_class: 0.00221  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73356
[train: 3, 550 / 3125] FPS: 173.3 (185.9)  ,  Loss/total: 1.20179  ,  Loss/giou: 0.29361  ,  Loss/l1: 0.02957  ,  Loss/location: 0.46453  ,  Loss/task_class: 0.00217  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73342
[train: 3, 600 / 3125] FPS: 172.9 (169.3)  ,  Loss/total: 1.20055  ,  Loss/giou: 0.29348  ,  Loss/l1: 0.02949  ,  Loss/location: 0.46380  ,  Loss/task_class: 0.00236  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73354
[train: 3, 650 / 3125] FPS: 172.9 (174.9)  ,  Loss/total: 1.19993  ,  Loss/giou: 0.29374  ,  Loss/l1: 0.02944  ,  Loss/location: 0.46280  ,  Loss/task_class: 0.00243  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73342
[train: 3, 700 / 3125] FPS: 172.8 (156.0)  ,  Loss/total: 1.19706  ,  Loss/giou: 0.29337  ,  Loss/l1: 0.02929  ,  Loss/location: 0.46159  ,  Loss/task_class: 0.00227  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73355
[train: 3, 750 / 3125] FPS: 173.1 (167.7)  ,  Loss/total: 1.19577  ,  Loss/giou: 0.29329  ,  Loss/l1: 0.02932  ,  Loss/location: 0.46048  ,  Loss/task_class: 0.00212  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73375
[train: 3, 800 / 3125] FPS: 173.4 (167.4)  ,  Loss/total: 1.19239  ,  Loss/giou: 0.29239  ,  Loss/l1: 0.02915  ,  Loss/location: 0.45988  ,  Loss/task_class: 0.00199  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73441
[train: 3, 850 / 3125] FPS: 173.4 (185.2)  ,  Loss/total: 1.19187  ,  Loss/giou: 0.29225  ,  Loss/l1: 0.02916  ,  Loss/location: 0.45932  ,  Loss/task_class: 0.00224  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73460
[train: 3, 900 / 3125] FPS: 173.5 (181.5)  ,  Loss/total: 1.19012  ,  Loss/giou: 0.29181  ,  Loss/l1: 0.02911  ,  Loss/location: 0.45882  ,  Loss/task_class: 0.00212  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73498
[train: 3, 950 / 3125] FPS: 173.6 (184.3)  ,  Loss/total: 1.18819  ,  Loss/giou: 0.29125  ,  Loss/l1: 0.02905  ,  Loss/location: 0.45846  ,  Loss/task_class: 0.00202  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73539
[train: 3, 1000 / 3125] FPS: 173.8 (185.3)  ,  Loss/total: 1.18872  ,  Loss/giou: 0.29118  ,  Loss/l1: 0.02907  ,  Loss/location: 0.45900  ,  Loss/task_class: 0.00200  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73545
[train: 3, 1050 / 3125] FPS: 173.7 (162.1)  ,  Loss/total: 1.18945  ,  Loss/giou: 0.29136  ,  Loss/l1: 0.02912  ,  Loss/location: 0.45919  ,  Loss/task_class: 0.00193  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73535
[train: 3, 1100 / 3125] FPS: 173.5 (184.9)  ,  Loss/total: 1.18947  ,  Loss/giou: 0.29114  ,  Loss/l1: 0.02915  ,  Loss/location: 0.45960  ,  Loss/task_class: 0.00184  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73557
[train: 3, 1150 / 3125] FPS: 173.4 (180.7)  ,  Loss/total: 1.18924  ,  Loss/giou: 0.29117  ,  Loss/l1: 0.02916  ,  Loss/location: 0.45934  ,  Loss/task_class: 0.00176  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73558
[train: 3, 1200 / 3125] FPS: 173.3 (175.9)  ,  Loss/total: 1.18818  ,  Loss/giou: 0.29105  ,  Loss/l1: 0.02913  ,  Loss/location: 0.45874  ,  Loss/task_class: 0.00169  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73563
[train: 3, 1250 / 3125] FPS: 173.4 (152.3)  ,  Loss/total: 1.18742  ,  Loss/giou: 0.29071  ,  Loss/l1: 0.02910  ,  Loss/location: 0.45877  ,  Loss/task_class: 0.00175  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73592
[train: 3, 1300 / 3125] FPS: 173.5 (150.7)  ,  Loss/total: 1.18601  ,  Loss/giou: 0.29046  ,  Loss/l1: 0.02909  ,  Loss/location: 0.45795  ,  Loss/task_class: 0.00169  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73620
[train: 3, 1350 / 3125] FPS: 172.6 (181.8)  ,  Loss/total: 1.18287  ,  Loss/giou: 0.28956  ,  Loss/l1: 0.02894  ,  Loss/location: 0.45691  ,  Loss/task_class: 0.00217  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73685
[train: 3, 1400 / 3125] FPS: 172.7 (182.7)  ,  Loss/total: 1.18273  ,  Loss/giou: 0.28936  ,  Loss/l1: 0.02894  ,  Loss/location: 0.45718  ,  Loss/task_class: 0.00215  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73702
[train: 3, 1450 / 3125] FPS: 173.0 (163.6)  ,  Loss/total: 1.18354  ,  Loss/giou: 0.28943  ,  Loss/l1: 0.02899  ,  Loss/location: 0.45760  ,  Loss/task_class: 0.00213  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73701
[train: 3, 1500 / 3125] FPS: 173.2 (185.4)  ,  Loss/total: 1.18137  ,  Loss/giou: 0.28905  ,  Loss/l1: 0.02894  ,  Loss/location: 0.45645  ,  Loss/task_class: 0.00211  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73731
[train: 3, 1550 / 3125] FPS: 173.4 (178.4)  ,  Loss/total: 1.18057  ,  Loss/giou: 0.28897  ,  Loss/l1: 0.02896  ,  Loss/location: 0.45579  ,  Loss/task_class: 0.00204  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73742
[train: 3, 1600 / 3125] FPS: 173.5 (175.7)  ,  Loss/total: 1.17769  ,  Loss/giou: 0.28828  ,  Loss/l1: 0.02886  ,  Loss/location: 0.45488  ,  Loss/task_class: 0.00198  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73796
[train: 3, 1650 / 3125] FPS: 173.6 (163.9)  ,  Loss/total: 1.17668  ,  Loss/giou: 0.28801  ,  Loss/l1: 0.02880  ,  Loss/location: 0.45465  ,  Loss/task_class: 0.00205  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73816
[train: 3, 1700 / 3125] FPS: 173.6 (172.2)  ,  Loss/total: 1.17529  ,  Loss/giou: 0.28759  ,  Loss/l1: 0.02872  ,  Loss/location: 0.45450  ,  Loss/task_class: 0.00199  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73848
[train: 3, 1750 / 3125] FPS: 173.4 (155.1)  ,  Loss/total: 1.17300  ,  Loss/giou: 0.28704  ,  Loss/l1: 0.02866  ,  Loss/location: 0.45366  ,  Loss/task_class: 0.00193  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.73894
